VAR1,VAR2,VAR3,VAR4,VAR5,VAR6,VAR7,VAR8,VAR9,VAR10,VAR11,VAR12,VAR13,VAR14,VAR15,VAR16,VAR17,VAR18,VAR19,VAR20
367,912.9411765,0.083333333,,623.799695,18.18181818,1.324786983,198.3976427,,58.63254762,3.242478337,5.004170142,8.333333333,2,8.333333333,1.576935091,,3,0,101.3115318
368,975.2941176,1.666666667,,644.1740239,10.90909091,2.877429822,200.8132653,,58.61430175,,,,2,,2.636448923,,0,1,104.4302926
369,930.5882353,0.833333333,35.71428571,729.9849967,18.18181818,2.042783017,204.3581104,8.264851708,58.63254762,2.302097251,140.9507923,13.33333333,1,13.33333333,2.767830134,885.31,0,0,144.454389
370,897.6470588,0.833333333,71.42857143,629.5996737,8.181818182,3.627484142,201.5968567,,58.63254762,0.258483526,210.175146,5.333333333,2,5.333333333,3.794574331,,0,0,106.3459552
371,975.2941176,0.027777778,,611.5747476,9.090909091,0.559709593,196.9112949,22.08666116,47.89968639,2.557808836,180.1501251,29.66666667,2,29.66666667,0.95931523,,0,0,137.1807229
372,865.8823529,22.22222222,178.5714286,673.1564104,22.72736364,4.839630325,204.5278542,,58.63254762,,,,1,,2.745166947,,0,0,100.7728055
373,830.5882353,0.388888889,285.7142857,611.5747476,2.727272727,1.984967829,200.1449332,22.08666116,,2.035990886,15.01251043,0.5,1,3,2.345104201,872.36,1,1,258.6213425
374,976.4705882,0.027777778,35.71428571,622.1943282,22.72736364,0.624710506,197.1784398,,58.63254762,0.548151392,5.004170142,6.666666667,1,6.666666667,1.008523637,,0,0,103.8932874
375,981.1764706,0.388888889,71.42857143,628.2358996,9.090909091,1.031253531,197.9591099,,58.63254762,1.895314865,180.1501251,14,1,14,1.336167357,,0,0,159.2134251
376,869.4117647,0.027777778,535.7142857,611.5747476,5.454545455,0.644996662,197.1200138,22.08666116,,0.352729531,,4.466666667,1,4.466666667,1.027062655,,0,1,132.1686747
377,928.2352941,0.833333333,178.5714286,617.8351532,9.090909091,0.970971495,197.6689028,1.364641664,50.68808373,15.81115318,40.03336113,16.66666667,2,16.66666667,1.097518293,653.09,0,1,225.9311532
378,947.0588235,0.166666667,35.71428571,637.4794515,18.18181818,1.595073344,198.9749227,,58.63254762,0.431729858,80.06672227,15.66666667,1,15.66666667,2.069369205,,0,0,181.0309811
379,898.8235294,0.833333333,142.8571429,613.7455817,22.72736364,0.744139613,197.2645668,14.6388833,58.63254762,6.655431065,,8,3,8,1.054571147,1000,0,0,127.1635112
380,937.6470588,,,611.5747476,8.181818182,1.340572663,198.3989566,22.08666116,,,,,1,,1.475573193,,0,1,186.5301205
381,897.6470588,2.111111111,678.5714286,655.7407184,12.27272727,0.577611249,197.707533,71.22659468,58.63254762,34.10665876,120.1000834,11.73333333,1,13.33333333,0.985634109,1000,1,0,50.33390706
382,910.5882353,0.027777778,,617.1628948,22.72736364,0.798138168,197.3799362,,58.63254762,6.270824209,,20.33333333,1,20.33333333,1.263969409,165.76,0,0,210.1015491
383,904.7058824,0.138888889,,611.5747476,,0.559709593,196.9112949,13.52235831,47.89968639,,,,1,,0.95931523,,0,0,135.5765921
384,897.6470588,22.22222222,250,611.5747476,,2.180751079,200.5793337,22.08666116,,,218.5154295,,.,,3.016119803,,0,0,222.6282272
385,918.8235294,0.166666667,,620.58546,13.63636364,0.737011173,197.2890896,5.411510047,58.63254762,,,,1,,1.07947407,,0,0,126.8554217
386,878.8235294,0.138888889,35.71428571,629.6784539,4.545454545,1.335105497,198.201688,,58.63254762,3.679752078,90.07506255,10,1,10,1.378290722,1000,0,0,106.7796902
387,,0.066666667,142.8571429,634.9934963,3.636363636,1.036291057,197.7949738,,58.63254762,0.11711452,10.00834028,4,1,4,1.356819781,,1,0,109.8898451
388,861.1764706,2.222222222,142.8571429,613.2816535,27.27272727,4.130896607,205.0165042,13.06890371,47.93081168,1.225198055,100.0834028,1.486666667,1,1.486666667,4.051254458,1000,0,1,294.869191
389,910.5882353,,,611.5747476,,0.600779572,197.0103769,22.08666116,,,,,1,,0.968079417,,1,1,128.7349398
390,956.4705882,0.133333333,142.8571429,679.8509827,,1.746700369,202.3501561,1.240583331,58.63254762,1.372110944,10.00834028,7.666666667,1,7.666666667,1.138283605,,0,0,212.3580034
391,969.4117647,0.083333333,,611.5747476,6.636363636,0.559709593,196.9112949,22.08666116,47.89968639,0.120579447,40.03336113,10.66666667,1,10.66666667,0.95931523,,0,0,155.0567986
392,976.4705882,0.138888889,35.71428571,657.8975471,11.36363636,1.973342494,199.3066445,,58.63254762,2.33328159,300.2502085,5.166666667,1,5.166666667,2.648987237,387.29,0,0,103.0172117
393,934.1176471,0.138888889,,615.4384822,18.18181818,1.139741146,198.3343063,5.762295678,53.11371037,0.000692985,5.004170142,2,3,2,1.767181105,,0,1,120.5335628
394,870.5882353,0.222222222,71.42857143,654.6150358,9.545454545,1.098105475,198.3548948,,58.63254762,0.709616973,4.170141785,4.933333333,1,4.933333333,1.351598116,,0,0,107.130809
395,895.2941176,0.083333333,178.5714286,615.5645307,2.727272727,3.698940391,197.1276106,1.907931605,58.63254762,0.514195111,40.03336113,3.333333333,3,3.333333333,4.199992969,,0,1,115.3493976
396,828.2352941,0.083333333,964.2857143,611.5747476,5.181818182,0.559709593,196.9112949,22.08666116,47.89968639,12.65668398,5.004170142,8,3,8,0.95931523,1000,1,0,167.2667814
397,858.8235294,0.027777778,357.1428571,633.7505186,2.272727273,0.840579413,200.4454309,2.027712065,57.54745535,3.39770705,,13.33333333,4,13.33333333,1.284974506,1000,0,1,386.605852
398,952.9411765,0.388888889,,626.4922296,,2.239504314,200.110619,1.907931605,53.14483567,1.399137372,,10,2,10,2.550630956,,0,1,133.605852
399,821.1764706,0.138888889,321.4285714,646.6984939,6.363636364,1.538933751,200.9314606,,58.63254762,10.45437662,10.00834028,7.333333333,2,7.333333333,1.997644997,853.51,0,0,139.4561102
400,949.4117647,0.166666667,35.71428571,625.3192789,9.090909091,1.691287584,199.1990261,,58.63254762,,15.01251043,,1,,2.050003774,,1,0,147.0550775
401,911.7647059,,,623.115182,15.45454545,0.798399532,198.3145324,,58.63254762,,300.2502085,,1,,1.187413055,,0,0,117.2977625
402,976.4705882,0.138888889,,617.4920213,3.636363636,0.789330553,197.4075197,,58.63254762,0.076921371,140.116764,8.333333333,2,8.333333333,1.058782168,1000,1,0,109.7814114
403,809.4117647,0.333333333,642.8571429,700.7942802,7.272727273,2.087519255,199.0060661,,58.63254762,,350.2919099,,1,,2.276654061,,1,0,141.1549053
404,915.2941176,0.138888889,178.5714286,638.9972847,5.181818182,1.24454818,199.1082236,206.001001,56.32498245,0.576563791,40.03336113,12,3,12,1.570202722,,0,1,156.9104991
405,983.5294118,0.388888889,,623.8277058,18.18181818,1.541368376,198.062016,197.9757102,58.63254762,8.225735812,,26.66666667,1,10.33333333,1.32469759,,2,0,756.626506
406,875.2941176,0.111111111,321.4285714,757.5335823,9.090909091,1.603974047,202.4188801,,58.63254762,1.307663309,,,1,2.666666667,1.748881588,769.48,0,0,344.555938
407,923.5294118,0.388888889,71.42857143,616.7742455,6.636363636,1.328796953,198.4149577,,54.06142202,6.026893375,,12.46666667,3,12.46666667,1.558432919,963.21,1,1,107.7039587
408,855.2941176,0.083333333,321.4285714,625.8602368,18.18181818,1.537358405,198.7680534,,58.63254762,8.868133208,80.06672227,14,2,14,1.701565508,780.65,1,1,202.0068847
409,877.6470588,0.166666667,250,713.4831559,13.63636364,1.985128944,207.5928792,2.468333041,58.63254762,21.14436825,130.1084237,16,2,16,2.717479487,1000,0,0,284.7521515
410,897.6470588,0.166666667,35.71428571,611.5747476,11.36363636,2.528891742,196.9112949,9.01347958,47.89968639,1.881455158,15.01251043,8.67,2,8.67,2.406853554,,1,1,122.8554217
411,982.3529412,0.166666667,71.42857143,614.0344427,11.36363636,0.744751849,197.1639727,49.65755622,58.63254762,4.989494342,130.1084237,8,1,20,1.08407461,937.5,0,0,102.8777969
412,958.8235294,0.083333333,35.71428571,638.2795089,8.181818182,0.99751607,197.9562693,,58.63254762,1.771270492,80.06672227,5.666666667,1,5.666666667,1.391676504,176.06,0,0,125.9139415
413,867.0588235,0.388888889,107.1428571,611.5747476,3.909090909,1.23935312,198.1289417,5.0307793,47.89968639,1.589708336,130.1084237,,2,5.333333333,1.254023505,1000,0,1,124.0826162
414,922.3529412,0.083333333,35.71428571,637.5284703,6.363636364,1.489496538,206.2753576,,48.48570061,3.398400035,5.004170142,4.333333333,2,8,1.506132043,638.05,0,1,135.919105
415,895.2941176,0.662377778,285.7142857,636.7739304,11.36363636,0.880661221,198.319986,,58.63254762,6.227166134,80.06672227,3.333333333,1,4.866666667,1.311164423,913.87,1,0,94.78141136
416,917.6470588,0.088888889,,626.6392861,7.272727273,0.832820836,197.7007802,0.911187067,58.63254762,0.967407514,,,1,,1.244096024,,1,0,151.8864028
417,,0.055555556,535.7142857,611.5747476,22.72727273,1.331299605,200.1952927,44.48988497,,24.71740058,10.00834028,22.4,1,13,1.859831453,983.99,1,1,122.4561102
418,998.8235294,0.833333333,,614.9622993,13.63636364,0.739732225,197.4084225,,58.63254762,0.835740302,300.2502085,14.33333333,2,14.33333333,1.091130702,,0,0,110.2943201
419,843.5294118,0.833333333,250,611.5747476,40.90909091,,,22.08666116,47.89968639,21.88863449,,2,1,9.333333333,,961.06,0,0,302.8192771
420,956.4705882,0.388888889,,615.1163585,22.72736364,0.913428412,197.6299203,,52.33665122,4.847432351,40.03336113,14.66666667,2,14.66666667,1.151574638,,0,1,108.4733219
421,950.5882353,0.083333333,,638.7259304,18.18181818,1.495905331,199.1424938,,58.63254762,2.015201326,130.1084237,16.33333333,1,16.33333333,1.751060792,,1,0,116.0636833
422,972.9411765,0.005555556,,612.6549127,,0.581588997,197.0246017,235.2873234,58.63254762,6.107972658,,43.53333333,1,43.53333333,0.974361733,,0,0,162.8450947
423,872.9411765,0.166666667,285.7142857,655.331061,6.636363636,2.318776426,204.0436888,,50.2190577,21.96763481,210.175146,5.333333333,4,11.26666667,2.232490983,1000,0,1,181.6196213
424,938.8235294,0.027777778,142.8571429,611.5747476,5.181818182,0.645240125,197.2176058,26.59553989,,6.116288481,210.175146,1.333333333,1,10,1.025059789,1000,0,1,100.0774527
425,1000,4.166666667,,629.6154297,22.72736364,1.493356135,197.667699,,58.63254762,,80.06672227,,1,,1.252528593,,0,0,101.1583477
426,947.0588235,0.138888889,35.71428571,625.6554081,8.181818182,1.326118866,198.8063166,71.22659468,58.63254762,0.286895925,,,2,,1.522699778,,1,0,114.1497418
427,914.1176471,0.233522222,35.71428571,611.5747476,6.636363636,2.659720624,202.5067173,,47.89968639,,,,2,,3.560178398,,0,1,387.3889845
428,858.8235294,0.002777778,285.7142857,611.6552785,13.63636364,0.624696184,196.922914,80.69780673,58.63254762,4.074060728,,6,2,6,0.967321433,953.39,1,0,149.3545611
429,996.4705882,0.055555556,,639.1425905,12.27272727,2.083287304,199.8124847,,58.63254762,,45.03753128,,1,,2.360213869,,1,0,173.6695353
430,1000,0.138888889,,720.377305,22.72736364,23.70026003,210.7788813,,58.63254762,,130.1084237,,1,,23.76643429,,0,0,365.3562823
431,922.3529412,2.222222222,107.1428571,611.5747476,545.4545455,18.3228389,231.4393007,4.675715795,,22.21780252,110.0917431,18.66666667,4,18.66666667,14.22346946,821.93,0,1,330.6419966
432,891.7647059,0.388888889,,627.190748,11.36363636,1.339874498,198.3582785,,58.63254762,0.335404897,,6.666666667,2,13.66666667,1.41828489,640.5,0,0,174.4234079
433,835.2941176,0.833333333,714.2857143,611.5747476,8.181818182,1.22757383,198.7796799,22.08666116,,3.686681931,101.7514595,6.933333333,1,6.933333333,1.479234149,715.98,0,1,82.31841652
434,965.8823529,0.111111111,71.42857143,611.5747476,9.090909091,0.79124603,197.7708621,22.08666116,,0.106026755,50.04170142,15.86666667,0,15.86666667,1.289190791,,1,0,153.8037866
435,1000,1.083022222,35.71428571,640.0336829,50,5.258106594,204.7864994,,58.63254762,,,,2,,2.862449134,,5,0,192.0963855
436,896.4705882,,,653.6399111,68.18181818,2.870358668,203.7922514,,58.40823082,,8.34028357,,3,,2.698221963,,0,0,174.5266781
437,822.3529412,0.238888889,464.2857143,622.9366134,7.272727273,1.095627885,197.3876725,,58.63254762,33.25359382,40.03336113,17,1,31,1.628483246,947.38,1,0,135.2822719
438,962.3529412,1.944444444,35.71428571,617.1506401,9.090909091,0.765428262,197.1684648,,58.63254762,,,,1,,1.027546923,,1,0,160.2839931
439,862.3529412,0.138888889,214.2857143,615.846389,8.181818182,7.744843517,212.3341953,,48.15620177,3.244557293,,8,4,8,9.210773208,994.87,0,1,149.1841652
440,852.9411765,0.055555556,392.8571429,617.8158958,4.545454545,0.649855171,197.1467679,32.83267953,58.63254762,6.612465974,550.4587156,8,1,10,1.035416267,960.18,0,0,96.34251291
441,942.3529412,,,611.5747476,22.72727273,3.818326535,202.3292593,28.80720052,,,,,1,,2.942761192,,1,1,110.3820998
442,920,0.072222222,71.42857143,632.1574065,14.54545455,1.173220823,198.2056883,,58.63254762,,270.2251877,,2,,1.493504245,,1,0,97.74870912
443,902.3529412,0.5,428.5714286,652.4231936,8.181818182,0.828531599,197.9853722,,58.3395405,3.785085847,,10,2,10,1.224259485,1000,0,1,145.4251291
444,824.7058824,0.138888889,750,611.5747476,9.090909091,0.559709593,197.0001083,22.08666116,,1.945209808,5.004170142,20.33333333,1,20.33333333,0.95931523,,0,1,190.3786575
445,951.7647059,0.16,35.71428571,624.3931731,9.090909091,0.566870255,197.0187811,269.7455949,58.63254762,3.959718149,,15.33333333,1,15.33333333,0.969842781,,1,0,234.0671256
446,916.4705882,5.682222222,142.8571429,611.5747476,9.090909091,0.725364356,197.2130403,6.202916654,,5.727523714,,8.233333333,1,8.233333333,1.085990625,1000,1,1,102.2409639
447,924.7058824,0.222222222,285.7142857,611.5747476,10,1.674739293,199.1778797,,,2.031139989,210.175146,7.566666667,1,7.566666667,1.851677865,,1,1,168.6488812
448,889.4117647,0.055555556,357.1428571,611.5747476,4.727272727,0.958207614,197.5666132,22.08666116,,0.24600979,,3.733333333,1,3.733333333,1.097528821,,0,1,126.9173838
449,996.4705882,1.111111111,,621.0143748,15,1.493764293,198.7238156,,58.63254762,0.686055472,300.2502085,15.33333333,3,15.33333333,1.815426241,,1,1,110.7297762
450,815.2941176,0.111111111,428.5714286,633.8380523,1.090909091,1.497777844,197.5646901,,58.63254762,,,,1,,1.496099287,,0,0,171.2908778
451,937.6470588,0.027777778,,633.2445742,6.363636364,0.745829529,197.3837236,2.301495972,58.63254762,0.148991845,180.1501251,4.333333333,1,1.666666667,1.100434425,,0,0,126.1084337
452,895.2941176,0.083333333,285.7142857,611.5747476,8.181818182,0.584224121,196.9112949,20.98296979,47.89968639,14.24916426,,3.333333333,1,17.33333333,0.95931523,884.45,1,0,95.30292599
453,932.9411765,4.166666667,71.42857143,621.3890187,9.090909091,1.291482742,197.7342651,,58.63254762,,200.1668057,,1,,1.721325723,,1,0,109.4027539
454,958.8235294,0.388888889,464.2857143,611.5747476,,4.224948327,231.4081133,85.27940931,,13.29838839,88.40700584,16.66666667,2,16.66666667,3.965831274,1000,0,1,729.1996558
455,942.3529412,0.083333333,,640.1002085,22.72736364,2.865113482,202.8911033,,58.63254762,6.376157978,80.06672227,23.33333333,2,23.33333333,2.27641456,,1,0,111.686747
456,861.1764706,0.027777778,785.7142857,650.1298124,2.727272727,1.127915312,198.0023936,,58.63254762,0.338869824,,2,2,1.866666667,1.224525306,,1,0,54.09810671
457,912.9411765,0.111111111,250,611.5747476,10.90909091,0.559709593,196.9112949,22.08666116,47.89968639,14.32539265,100.0834028,12.86666667,1,6.666666667,0.95931523,1000,0,0,96.86919105
458,987.0588235,0.388888889,,657.4458736,22.72736364,4.257325262,206.1425778,,58.63254762,0.350650575,210.175146,11.66666667,1,33.33333333,3.854336608,,3,0,100.8072289
459,951.7647059,0.027777778,,616.7497361,3.909090909,0.783301275,197.3596632,,58.63254762,,5.004170142,,1,,1.076744803,,1,0,102.1893287
460,904.7058824,0.138888889,250,611.9126274,18.18181818,0.559709593,196.9914251,91.01603775,50.03015934,0.278580101,,6.666666667,2,6.666666667,0.95931523,,0,0,486.9759036
461,985.8823529,0.027777778,,661.8733248,,2.087132579,200.0746092,,58.63254762,1.018688428,,6.666666667,1,6.666666667,2.235815057,426.53,0,0,102.8433735
462,870.5882353,,,611.5747476,22.72727273,0.559709593,196.9112949,22.08666116,47.89968639,,180.1501251,,1,,0.95931523,,4,0,329.9965577
463,,0.027777778,,667.8448694,11.36363636,3.475205496,203.3025664,,58.59712917,1.192627745,0.834028357,31.93333333,1,31.93333333,3.451597232,,0,0,100.0963855
464,881.1764706,0.416666667,178.5714286,611.5747476,22.72736364,0.749313191,197.3839291,11.84543187,,0.016631648,210.175146,33.33333333,3,33.33333333,1.098692115,,0,1,118.0791738
465,871.7647059,5.244444444,,636.380029,22.72727273,2.016607216,203.4389941,,53.95302012,,300.2502085,,4,,2.475140516,,0,1,137.8605852
466,956.4705882,0.027777778,178.5714286,645.0756203,,0.559709593,198.737211,197.0046329,58.63254762,0.039500164,18.34862385,5.333333333,0,5.333333333,0.95931523,,1,0,153.8812392
467,976.4705882,0.833333333,,617.509528,22.72736364,0.841205971,197.533444,,58.63254762,2.264676043,130.1084237,14.33333333,1,14.33333333,1.149248049,,1,0,123.9586919
468,902.3529412,,35.71428571,624.3791677,6.363636364,1.012843468,197.7701868,,58.63254762,,,,2,,1.325913522,,0,0,115.9242685
469,976.4705882,0.133333333,,623.885478,15.45454545,1.127288754,197.9952298,,58.63254762,1.358251238,370.3085905,13.66666667,1,13.66666667,1.325929313,,2,0,128.4853701
470,936.4705882,0.055555556,35.71428571,611.5747476,6.363636364,,,,47.89968639,,10.00834028,,1,,,,0,0,216.151463
471,,0.027777778,71.42857143,633.5299339,15.45454545,0.906081572,199.1205253,250.8074486,58.63254762,,10.00834028,,1,,1.363491617,,0,0,107.1256454
472,974.1176471,,,614.4511028,3.636363636,0.775875668,197.3971264,5.745184184,50.56358254,0.007622839,,6.666666667,3,6.666666667,1.141757697,,0,1,154.2788296
473,965.8823529,0.1,,667.6978129,8.181818182,1.705941879,199.9231492,,58.63254762,2.561273762,90.07506255,17.33333333,2,17.33333333,1.815176212,,1,0,111.6454389
474,951.7647059,0.027777778,,612.3870597,11.36363636,0.559709593,196.9276336,210.0735366,58.63254762,,40.03336113,,1,,0.95931523,,0,0,109.1118761
475,889.4117647,0.388888889,107.1428571,621.7391533,11.36363636,0.689271037,197.0135698,2.793451431,58.63254762,8.550052944,5.004170142,13.33333333,1,13.33333333,1.052613023,1000,0,0,235.8519793
476,951.7647059,0.166666667,,658.2074162,22.72736364,4.733609558,204.1583756,,58.63254762,0.065833606,,16.66666667,1,16.66666667,4.188794286,,0,0,147.9690189
477,834.1176471,0.222222222,71.42857143,631.6829742,18.18181818,1.251590692,198.3444648,,58.63254762,0.086623166,70.05838198,36.2,1,36.2,1.58285947,,0,0,117.6798623
478,940,0.138888889,71.42857143,614.8677629,6.818181818,1.037766153,197.090742,6.172971539,58.63254762,2.460097905,300.2502085,5.333333333,1,5.333333333,1.173811459,,1,0,100.3304647
479,840,0.138888889,,611.5747476,11.36363636,,,,47.89968639,,15.01251043,,.,,,,0,1,114.8244406
480,932.9411765,0.333333333,,745.6307586,7.727272727,0.71275801,200.2835703,1.390308905,58.63254762,2.053315519,,12.26666667,1,4.333333333,1.057529389,903.48,0,0,107.3184165
481,920,1.111111111,107.1428571,615.5942921,18.18181818,1.011282443,197.6021533,,58.63254762,3.250794161,10.00834028,16.66666667,1,16.66666667,1.202283222,,1,0,170.4061962
482,964.7058824,0.083333333,,624.088556,11.36363636,0.938204304,197.7769322,,58.63254762,4.475299231,80.06672227,8,2,8,1.384175624,307.37,1,0,108.2065404
483,987.0588235,1.111111111,,641.5970337,272.7272727,2.679741836,201.5875056,,55.12290199,0.579335732,70.05838198,7.333333333,4,8.7,2.817209614,,0,1,296.2547332
484,929.4117647,0.027777778,35.71428571,621.382016,11.36363636,1.383840965,198.3921231,,55.64881219,2.184982731,15.01251043,8.333333333,3,8.333333333,1.551397883,713.92,1,1,104.4061962
485,907.0588235,0.833333333,178.5714286,611.5747476,22.72736364,1.66032846,196.6946635,4.855386484,47.89968639,83.01271212,40.03336113,,2,83.33333333,1.214097766,1000,0,1,103.0051635
486,882.3529412,0.277777778,1000,791.12549,1.330909091,1.196063336,204.1353722,249.6652564,57.74172013,26.81991806,,12.98666667,2,16.66666667,1.3439788,1000,0,1,38.16523236
487,978.8235294,,,614.7102024,,0.652372144,197.0470987,13.52235831,58.63254762,3.004784371,,10,2,10,0.989847761,,1,0,124.0034423
488,974.1176471,0.105633333,597.5,617.8351532,8.181818182,1.196321119,197.0425185,1.334696549,58.63254762,,,,1,,1.483842585,,0,0,625.8106713
489,985.8823529,0.833333333,,619.7678958,9.090909091,0.994494271,197.7184768,,58.63254762,1.968771309,150.1251043,3.333333333,2,8.333333333,1.311198637,678.28,0,0,116.545611
490,892.9411765,0.055555556,107.1428571,611.5747476,10,1.264934586,199.7555781,35.72879993,,5.209170691,,,1,10,1.728471298,1000,0,1,162.6006885
491,914.1176471,0.555555556,357.1428571,709.2605334,10.90909091,1.294210954,198.9591198,198.6687257,58.63254762,5.33529402,,3.733333333,1,3.733333333,1.295270452,1000,0,0,90.28915663
492,950.5882353,0.111111111,35.71428571,629.2495391,18.18181818,0.806577008,199.2381775,32.83267953,58.63254762,9.08434463,,9.666666667,2,9.666666667,1.208210233,849.04,0,0,97.97418244
493,869.4117647,0.833333333,250,611.9879064,11.36363636,0.559709593,196.9519582,210.0735366,58.63254762,3.373452564,210.175146,15.66666667,1,15.66666667,0.95931523,1000,0,0,150.4061962
494,862.3529412,0.222222222,107.1428571,611.5747476,36.36363636,2.694879476,199.6131169,22.08666116,,,0.834028357,,1,,2.458001663,,0,1,99.92771084
495,852.9411765,0.111111111,464.2857143,611.5747476,9.090909091,1.343712613,198.6135181,22.08666116,,0.250167702,100.0834028,16.66666667,1,16.66666667,1.66688249,,0,1,3.442340792
496,817.6470588,1.666666667,285.7142857,703.5638444,11.36363636,17.82427062,239.614247,,55.29892092,21.75142339,,17,6,17,12.28945562,,0,1,472.848537
497,823.5294118,3.333333333,178.5714286,612.9000068,,6.451477521,207.0849471,1.907931605,47.92866511,6.466939056,218.5154295,12.2,2,12.2,2.710794492,1000,0,1,507.5645439
498,896.4705882,0.027777778,107.1428571,611.5799996,8.181818182,0.855588162,197.1080643,12.36305457,47.9297384,12.33098088,,21.93333333,4,21.93333333,1.321657759,1000,0,1,114.475043
499,961.1764706,4.166666667,107.1428571,611.5747476,9.090909091,5.402680367,207.1889469,22.08666116,,17.83051242,210.175146,17.15333333,1,17.15333333,5.466323181,1000,1,1,354.0757315
500,916.4705882,1.666666667,178.5714286,611.5747476,22.72736364,2.172587924,202.3936233,,47.89968639,5.241741001,210.175146,30,3,30,2.237175743,827.74,0,1,472.0585198
501,854.1176471,0.027777778,250,616.2507944,2.272727273,0.640238402,197.0158451,15.64418359,58.63254762,,15.01251043,,1,,1.077710705,,1,0,118.5903614
502,,0.055555556,35.71428571,628.421471,4.090909091,1.159415066,198.3238835,,58.63254762,0.356194457,10.00834028,15.4,1,15.4,1.528355705,,0,0,313.7986231
503,891.7647059,0.555555556,35.71428571,865.4415459,6.545454545,4.277421661,207.555005,207.7763185,58.63254762,,,,1,,5.028566537,,1,0,170.4320138
504,989.4117647,,107.1428571,611.5747476,14.54545455,0.607292194,196.8423874,22.08666116,47.89968639,0.888407187,110.0917431,20,0,20,1.006328643,,1,0,100.7487091
505,894.1176471,,285.7142857,646.644223,5.909090909,2.380171945,200.8076429,,58.63254762,0.424800004,,5,2,5,2.406174527,,0,0,125.5903614
506,818.8235294,0.061111111,250,611.5747476,5,,,22.08666116,47.89968639,,,,0,,,,0,0,95.54733219
507,967.0588235,0.833333333,,623.9432502,9.090909091,1.106315174,198.1040813,,58.63254762,3.169714878,260.2168474,33.33333333,1,33.33333333,1.465532541,,0,0,166.5903614
508,937.6470588,2,71.42857143,612.9490257,10,0.57708136,197.013856,101.8133906,58.63254762,5.838401366,,10.66666667,1,10.66666667,0.966334475,900.77,1,1,208.4423408
509,920,0.002222222,71.42857143,616.5519101,,0.712818876,197.297325,281.1119049,58.63254762,0.767134755,,6.666666667,1,11.06666667,1.107201009,193.32,0,0,107.7297762
510,941.1764706,0.027777778,142.8571429,648.7065155,3.636363636,0.675773189,199.2465083,,58.63254762,0.017324633,70.05838198,1,1,1,1.055818662,,0,0,403.3425129
511,910.5882353,1.66,464.2857143,611.5747476,15.90909091,1.633808947,205.1009871,,,17.90188991,260.2168474,15.93333333,1,15.93333333,1.880475982,910.19,0,1,72.27022375
512,867.0588235,0.138888889,35.71428571,611.6780373,9.090909091,0.563587092,196.9272005,128.9778877,58.63254762,1.821165435,,48.6,2,48.6,0.965018531,,0,0,104.6437177
513,843.5294118,0.111111111,714.2857143,666.9800371,2.727272727,1.345760563,200.1092537,,58.63254762,,,,1,,1.613018273,,0,0,315.1738382
514,883.5294118,0.083333333,107.1428571,611.5747476,6.363636364,0.55988861,196.9112949,22.08666116,47.89968639,0.018017618,15.01251043,6.666666667,1,6.666666667,0.959578419,,2,0,104.4612737
515,944.7058824,,,614.9220338,3.727272727,0.644803324,197.0769062,,58.63254762,1.023539326,,5.666666667,1,5.666666667,1.037179632,,0,0,101.3270224
516,970.5882353,0.083333333,,614.5158777,6.636363636,0.737458715,197.3059715,,58.63254762,,80.06672227,,2,,1.085511621,,0,0,101.3700516
517,857.6470588,0.166666667,178.5714286,611.5747476,9.090909091,,,,47.89968639,1.263312248,10.00834028,13.33333333,1,13.33333333,,1000,2,0,92.92254733
518,848.2352941,0.111111111,,624.7730691,3.636363636,0.747591052,197.2156607,,58.63254762,0.335404897,,5.333333333,1,5.333333333,1.071817908,,2,0,221.2874355
519,961.1764706,0.166666667,321.4285714,700.3951268,9.090909091,7.990425593,210.9523978,,56.5535924,20.09934638,40.03336113,3.733333333,2,5.6,6.884763353,1000,0,1,178.8227194
520,915.2941176,0.083333333,35.71428571,628.6227983,8.181818182,0.90811162,197.6332159,14.96827957,58.63254762,0.556467216,80.06672227,16,2,16,0.961786573,,0,1,133.8364888
521,948.2352941,1.333333333,35.71428571,611.5747476,6.363636364,0.559709593,196.9112949,22.08666116,47.89968639,69.34011165,,14,1,66.66666667,0.95931523,998.27,0,0,125.788296
522,927.0588235,1.944444444,,627.656427,22.72727273,2.108371104,199.4734743,,58.63254762,,660.5504587,,3,,2.108113226,,1,1,147.6936317
523,916.4705882,0.109333333,214.2857143,612.1104534,8.740909091,0.559709593,196.9180256,210.0735366,58.63254762,10.39131495,100.0834028,13.33333333,1,13.33333333,0.95931523,981.79,0,0,84.42340792
524,896.4705882,0.138888889,678.5714286,611.5747476,18.18181818,0.559709593,202.3194164,9.01347958,,6.342201698,,1,1,6.666666667,0.95931523,1000,0,1,447.6351119
525,,,,632.9277025,8.181818182,1.384732468,198.7912844,174.0281741,58.63254762,0.081079283,10.00834028,10,1,13.33333333,1.552245351,,1,0,104.3889845
526,949.4117647,0.083333333,35.71428571,611.5747476,5.227272727,0.559709593,196.9112949,22.08666116,47.89968639,,,,1,,0.95931523,,1,0,147.4939759
527,874.1176471,0.388888889,428.5714286,620.3386151,18.18181818,1.935501974,199.4203698,,52.92910516,2.75738861,,11.33333333,4,11.33333333,2.263905197,,0,1,109.4199656
528,837.6470588,1.095488889,714.2857143,833.4129889,9.090909091,4.834338595,206.2121532,,58.63254762,2.446238198,15.01251043,10,1,2.166666667,5.307430847,,0,0,149.4182444
